Date,Advertiser,Device,Clicks,Cost,Impressions,Accounts_Opened,Funded_Units
12/21/2021,Bank of America Merrill Edge,Tablet,158,1630.569995,9325,3.56,2.69
12/21/2021,Bank of America Merrill Edge,Desktop,4124,33314.18998,188329,120.15,88.37
12/22/2021,Bank of America Merrill Edge,Tablet,152,1166.509997,6340,2.67,1.99
12/22/2021,Bank of America Merrill Edge,Desktop,3543,26684.56999,146425,124.6,92.5
12/22/2021,Bank of America Merrill Edge,Mobile,3246,26142.69999,113403,125.49,94.07
12/23/2021,Bank of America Merrill Edge,Tablet,136,1080.309999,6689,4.45,3.37
12/23/2021,Bank of America Merrill Edge,Desktop,3303,24395.64999,128821,156.64,116.17
12/23/2021,Bank of America Merrill Edge,Mobile,3383,27784.13999,120531,155.74,117.33
12/24/2021,Bank of America Merrill Edge,Desktop,2170,17688.84999,99438,79.21,58.84
12/24/2021,Bank of America Merrill Edge,Mobile,3366,28210.46999,124516,129.93,97.65
12/24/2021,Bank of America Merrill Edge,Tablet,116,1036.699999,6210,1.78,1.35
12/25/2021,Bank of America Merrill Edge,Desktop,2046,18231.52999,91017,48.06,36.07
12/25/2021,Bank of America Merrill Edge,Tablet,80,869.139999,5262,3.56,2.7
12/25/2021,Bank of America Merrill Edge,Mobile,2597,23650.94999,105683,48.95,36.93
12/26/2021,Bank of America Merrill Edge,Desktop,2225,19933.79999,107492,66.75,49.48
12/26/2021,Bank of America Merrill Edge,Tablet,123,1265.549998,6521,0,0
12/26/2021,Bank of America Merrill Edge,Mobile,2845,27251.34999,119986,48.06,35.55
12/27/2021,Bank of America Merrill Edge,Mobile,3533,28226.94998,124741,59.63,44.68
12/27/2021,Bank of America Merrill Edge,Tablet,191,1302.6,8041,4.45,3.37
12/27/2021,Bank of America Merrill Edge,Desktop,3837,27736.49998,147025,128.16,94.24
12/28/2021,Bank of America Merrill Edge,Mobile,3206,25912.99999,109080,72.98,54.24
12/28/2021,Bank of America Merrill Edge,Tablet,159,1377.18,6956,0,0
12/28/2021,Bank of America Merrill Edge,Desktop,3959,29535.24999,152850,145.96,108.65
12/29/2021,Bank of America Merrill Edge,Desktop,4463,35435.74998,176447,194.02,143.16
12/29/2021,Bank of America Merrill Edge,Tablet,191,1562.47,7970,0,0
12/29/2021,Bank of America Merrill Edge,Mobile,3917,31825.28999,137887,109.47,81.06
12/30/2021,Bank of America Merrill Edge,Tablet,182,1290.86,8143,2.67,2.02
12/30/2021,Bank of America Merrill Edge,Desktop,4072,31187.50998,169454,186.9,138.25
12/30/2021,Bank of America Merrill Edge,Mobile,4011,31244.50999,141788,93.45,69.86
12/31/2021,Bank of America Merrill Edge,Tablet,114,841.85,6113,0,0
12/31/2021,Bank of America Merrill Edge,Mobile,2567,20291.54999,91824,60.52,45.06
12/31/2021,Bank of America Merrill Edge,Desktop,2283,16471.72999,90495,64.08,46.88
1/1/2022,Bank of America Merrill Edge,Desktop,2902,25212.47998,130561,61.41,44.13
1/1/2022,Bank of America Merrill Edge,Tablet,154,1829.399999,8307,0,0
1/1/2022,Bank of America Merrill Edge,Mobile,3142,27974.25999,127752,45.39,33.42
1/2/2022,Bank of America Merrill Edge,Tablet,142,1252.479997,8164,0,0
1/2/2022,Bank of America Merrill Edge,Mobile,3244,29477.7,130286,61.41,45.57
1/2/2022,Bank of America Merrill Edge,Desktop,2932,25608.94999,131013,64.08,46.26
1/3/2022,Bank of America Merrill Edge,Mobile,4003,29620.33999,142261,55.18,41.07
1/3/2022,Bank of America Merrill Edge,Desktop,5031,36606.98998,196554,138.83,102.34
1/3/2022,Bank of America Merrill Edge,Tablet,196,1729.339997,8828,4.45,3.03
1/4/2022,Bank of America Merrill Edge,Mobile,4026,30915.09999,132860,77.43,57.96
1/4/2022,Bank of America Merrill Edge,Desktop,4895,34450.99998,184573,161.09,119.91
1/4/2022,Bank of America Merrill Edge,Tablet,176,1273.449997,7881,9.79,7.32
1/5/2022,Bank of America Merrill Edge,Tablet,151,1316.049999,7009,2.67,2.02
1/5/2022,Bank of America Merrill Edge,Mobile,3978,30882.07999,122541,57.85,42.29
1/5/2022,Bank of America Merrill Edge,Desktop,4584,31052.58999,167277,161.09,118.04
1/6/2022,Bank of America Merrill Edge,Mobile,4195,32483.05,143275,52.51,38.87
1/6/2022,Bank of America Merrill Edge,Tablet,175,1391.23,7285,0,0
1/6/2022,Bank of America Merrill Edge,Desktop,4711,32037.38999,168094,146.85,109.36
1/7/2022,Bank of America Merrill Edge,Mobile,5128,41488.75999,178631,56.96,41.78
1/7/2022,Bank of America Merrill Edge,Tablet,196,1609.659998,9069,3.56,2.58
1/7/2022,Bank of America Merrill Edge,Desktop,4672,36656.18997,176525,153.08,113.54
1/8/2022,Bank of America Merrill Edge,Desktop,3228,28090.41999,135265,85.44,62.57
1/8/2022,Bank of America Merrill Edge,Tablet,179,1787.999998,8229,0,0
1/8/2022,Bank of America Merrill Edge,Mobile,4223,38047.70998,154051,53.4,40.32
1/9/2022,Bank of America Merrill Edge,Desktop,3354,27138.41999,148533,66.75,48.57
1/9/2022,Bank of America Merrill Edge,Tablet,178,2021.779997,9147,3.56,2.7
1/9/2022,Bank of America Merrill Edge,Mobile,4558,41114.85999,165395,52.5,38.3
1/10/2022,Bank of America Merrill Edge,Mobile,6625,54295.92999,227932,42.72,30.34
1/10/2022,Bank of America Merrill Edge,Tablet,278,2359.179998,12386,0,0
1/10/2022,Bank of America Merrill Edge,Desktop,5550,43405.41998,243060,134.39,98.57
1/11/2022,Bank of America Merrill Edge,Desktop,5392,39892.10999,219873,103.24,75.98
1/11/2022,Bank of America Merrill Edge,Mobile,5412,44782.95999,189066,64.97,47.61
1/11/2022,Bank of America Merrill Edge,Tablet,203,1529.209999,10025,0.89,0.67
1/12/2022,Bank of America Merrill Edge,Tablet,235,2427.539998,9936,0.89,0.67
1/12/2022,Bank of America Merrill Edge,Mobile,6021,48458.53998,191688,105.9,77.42
1/12/2022,Bank of America Merrill Edge,Desktop,5517,42405.64998,215826,131.72,98.03
1/13/2022,Bank of America Merrill Edge,Mobile,5822,47265.63999,192885,67.64,50.32
1/13/2022,Bank of America Merrill Edge,Tablet,221,1956.999999,10051,2.67,2.02
1/13/2022,Bank of America Merrill Edge,Desktop,5303,41382.12998,203772,145.96,106.62
1/14/2022,Bank of America Merrill Edge,Tablet,235,2008.179998,9497,5.34,4.05
1/14/2022,Bank of America Merrill Edge,Desktop,4973,37475.11998,192089,133.49,98.02
1/14/2022,Bank of America Merrill Edge,Mobile,5510,43978.09998,186119,61.41,44.25
1/15/2022,Bank of America Merrill Edge,Desktop,3063,25459.36999,133004,44.5,33.22
1/15/2022,Bank of America Merrill Edge,Mobile,4008,34631.20999,137326,48.95,35.08
1/15/2022,Bank of America Merrill Edge,Tablet,198,1678.039997,7728,0,0
1/16/2022,Bank of America Merrill Edge,Desktop,2867,26186.27999,125392,52.51,38.74
1/16/2022,Bank of America Merrill Edge,Tablet,138,1339.269995,8229,4.45,3.03
1/16/2022,Bank of America Merrill Edge,Mobile,3919,34957.84999,142263,41.83,29.56
1/17/2022,Bank of America Merrill Edge,Mobile,4795,42314.36998,173407,64.97,47.54
1/17/2022,Bank of America Merrill Edge,Desktop,3646,32459.16998,162943,89.88,65.74
1/17/2022,Bank of America Merrill Edge,Tablet,262,2475.529999,9809,1.78,1.12
1/18/2022,Bank of America Merrill Edge,Mobile,6122,50352.59998,208508,50.73,36.16
1/18/2022,Bank of America Merrill Edge,Desktop,5319,41325.49999,208973,98.79,72.31
1/18/2022,Bank of America Merrill Edge,Tablet,242,1892.739999,10906,2.67,2.02
1/19/2022,Bank of America Merrill Edge,Desktop,5176,40839.34998,194926,121.93,90.05
1/19/2022,Bank of America Merrill Edge,Tablet,240,2111.93,10693,1.78,1.35
1/19/2022,Bank of America Merrill Edge,Mobile,6111,50394.81999,200528,48.95,35.08
1/20/2022,Bank of America Merrill Edge,Mobile,7827,74985.06999,268896,59.63,42.84
1/20/2022,Bank of America Merrill Edge,Desktop,5562,53353.24999,227932,113.92,84.24
1/20/2022,Bank of America Merrill Edge,Tablet,285,3008.029996,13804,0,0
1/21/2022,Bank of America Merrill Edge,Desktop,5462,50633.28998,222345,122.81,90.29
1/21/2022,Bank of America Merrill Edge,Mobile,7580,69206.96998,270086,40.05,28.93
1/21/2022,Bank of America Merrill Edge,Tablet,303,2656.539999,14040,0.89,0.56
1/22/2022,Bank of America Merrill Edge,Mobile,5021,53335.55998,192418,14.24,10.57
1/22/2022,Bank of America Merrill Edge,Tablet,217,2417.779995,11104,0,0
1/22/2022,Bank of America Merrill Edge,Desktop,3444,33129.83999,151431,59.63,43.65
1/23/2022,Bank of America Merrill Edge,Desktop,3348,34586.25999,154592,40.94,30.2
1/23/2022,Bank of America Merrill Edge,Tablet,209,2312.419996,11102,0,0
1/23/2022,Bank of America Merrill Edge,Mobile,5301,57064.18999,197549,20.46,14.62
1/24/2022,Bank of America Merrill Edge,Mobile,11512,108363.25,388140,61.4,43.85
1/24/2022,Bank of America Merrill Edge,Tablet,416,4264.929999,19760,4.45,3.37
1/24/2022,Bank of America Merrill Edge,Desktop,6885,63107.57998,296327,129.04,93.64
1/25/2022,Bank of America Merrill Edge,Desktop,6098,58951.75998,250131,121.04,87.44
1/25/2022,Bank of America Merrill Edge,Mobile,8174,80321.10998,276735,56.96,40.59
1/25/2022,Bank of America Merrill Edge,Tablet,372,3768.079999,14643,0.89,0.67
1/26/2022,Bank of America Merrill Edge,Tablet,307,3189.669998,14215,4.45,3.38
1/26/2022,Bank of America Merrill Edge,Desktop,6032,61643.28998,250156,115.7,83.8
1/26/2022,Bank of America Merrill Edge,Mobile,7056,72259.99998,264871,40.94,28.61
1/27/2022,Bank of America Merrill Edge,Desktop,5974,57537.84998,234631,89,65.23
1/27/2022,Bank of America Merrill Edge,Mobile,6651,68946.30998,235094,49.83,34.66
1/27/2022,Bank of America Merrill Edge,Tablet,283,2863.099999,12019,1.78,1.35
1/28/2022,Bank of America Merrill Edge,Mobile,5673,62899.92999,199721,34.71,24.61
1/28/2022,Bank of America Merrill Edge,Desktop,5128,50024.30998,199226,102.35,74.38
1/28/2022,Bank of America Merrill Edge,Tablet,224,2159.5,10390,7.12,5.39
1/29/2022,Bank of America Merrill Edge,Desktop,3507,38802.03999,147246,72.09,53.59
1/29/2022,Bank of America Merrill Edge,Mobile,4736,59751.24999,173570,27.59,19.31
1/29/2022,Bank of America Merrill Edge,Tablet,166,1840.289998,8595,0,0
1/30/2022,Bank of America Merrill Edge,Tablet,159,2104.329999,8138,0,0
1/30/2022,Bank of America Merrill Edge,Mobile,3956,55262.44999,157098,26.7,17.6
1/30/2022,Bank of America Merrill Edge,Desktop,3081,34827.65999,131028,61.41,44.77
1/31/2022,Bank of America Merrill Edge,Tablet,162,1222.409999,6456,1.78,1.35
1/31/2022,Bank of America Merrill Edge,Desktop,4586,39741.29999,164098,95.23,69.8
1/31/2022,Bank of America Merrill Edge,Mobile,3197,41245.68999,110480,24.92,17.85
2/1/2022,Bank of America Merrill Edge,Tablet,218,2486.619997,9055,3.56,2.47
2/1/2022,Bank of America Merrill Edge,Desktop,6170,66105.00998,249709,127.26,92.3
2/1/2022,Bank of America Merrill Edge,Mobile,5177,66029.11999,193140,34.71,24.34
2/2/2022,Bank of America Merrill Edge,Tablet,179,1402.979996,8433,1.78,1.35
2/2/2022,Bank of America Merrill Edge,Mobile,4892,48564.14998,169782,40.94,28.87
2/2/2022,Bank of America Merrill Edge,Desktop,5748,49843.04998,222415,120.14,88.29
2/3/2022,Bank of America Merrill Edge,Desktop,4996,37563.67999,176402,76.54,55.49
2/3/2022,Bank of America Merrill Edge,Mobile,3803,32242.30999,123092,37.38,25.58
2/3/2022,Bank of America Merrill Edge,Tablet,148,1056.409999,6421,0.89,0.64
2/4/2022,Bank of America Merrill Edge,Tablet,152,1765.979999,7001,0,0
2/4/2022,Bank of America Merrill Edge,Desktop,5110,46903.25999,184566,108.58,78.23
2/4/2022,Bank of America Merrill Edge,Mobile,3885,44001.79999,130204,43.61,30.3
2/5/2022,Bank of America Merrill Edge,Desktop,4325,51884.41998,183415,53.4,39.27
2/5/2022,Bank of America Merrill Edge,Mobile,5181,76330.62999,187913,33.82,22.74
2/5/2022,Bank of America Merrill Edge,Tablet,180,2434.349998,8135,0.89,0.67
2/6/2022,Bank of America Merrill Edge,Tablet,170,2273.16,8080,0,0
2/6/2022,Bank of America Merrill Edge,Mobile,5056,66994.62999,184431,48.06,33.81
2/6/2022,Bank of America Merrill Edge,Desktop,3851,47362.83998,163845,63.19,45.31
2/7/2022,Bank of America Merrill Edge,Desktop,5742,58789.78998,214874,103.24,75.06
2/7/2022,Bank of America Merrill Edge,Mobile,5198,55295.84999,169465,52.51,36.42
2/7/2022,Bank of America Merrill Edge,Tablet,223,2319.009996,8300,0,0
2/8/2022,Bank of America Merrill Edge,Mobile,5110,57610.81999,169435,37.38,25.48
2/8/2022,Bank of America Merrill Edge,Tablet,196,2072.339998,8224,3.56,2.69
2/8/2022,Bank of America Merrill Edge,Desktop,5495,56729.92998,214907,97.01,69.81
2/9/2022,Bank of America Merrill Edge,Tablet,245,2714.199999,8817,0,0
2/9/2022,Bank of America Merrill Edge,Desktop,5976,69221.87997,233798,90.78,65.57
2/9/2022,Bank of America Merrill Edge,Mobile,5705,71293.45998,190050,56.06,39.75
2/10/2022,Bank of America Merrill Edge,Desktop,5867,59403.62998,206411,95.23,69.2
2/10/2022,Bank of America Merrill Edge,Mobile,5224,52532.86999,159605,61.41,42.73
2/10/2022,Bank of America Merrill Edge,Tablet,221,2184.529997,7705,5.34,4.04
2/11/2022,Bank of America Merrill Edge,Tablet,156,1221.519998,5488,0,0
2/11/2022,Bank of America Merrill Edge,Mobile,3834,32627.77999,110918,40.05,27.34
2/11/2022,Bank of America Merrill Edge,Desktop,4364,35559.58999,139198,89.89,66.14
2/12/2022,Bank of America Merrill Edge,Tablet,124,1260.79,5596,0,0
2/12/2022,Bank of America Merrill Edge,Mobile,3771,46301.39,130362,28.48,19.77
2/12/2022,Bank of America Merrill Edge,Desktop,3280,37487.53999,126004,41.83,30.84
2/13/2022,Bank of America Merrill Edge,Desktop,4100,59740.63999,170823,56.07,40.82
2/13/2022,Bank of America Merrill Edge,Tablet,173,2886.789999,7380,0.89,0.56
2/13/2022,Bank of America Merrill Edge,Mobile,4839,85258.78999,181533,41.83,28.74
2/14/2022,Bank of America Merrill Edge,Tablet,220,3265.859997,8822,0.89,0.56
2/14/2022,Bank of America Merrill Edge,Mobile,5619,85243.44999,197603,40.05,28.01
2/14/2022,Bank of America Merrill Edge,Desktop,6006,86560.00998,249806,83.65,60.04
2/15/2022,Bank of America Merrill Edge,Mobile,6112,82032.25999,187752,48.06,32.88
2/15/2022,Bank of America Merrill Edge,Tablet,258,2866.439998,8411,0.89,0.64
2/15/2022,Bank of America Merrill Edge,Desktop,6636,79408.95999,233756,104.13,74.99
2/16/2022,Bank of America Merrill Edge,Tablet,201,2353.27,7743,2.67,1.68
2/16/2022,Bank of America Merrill Edge,Desktop,6493,70727.23999,212360,113.91,81.56
2/16/2022,Bank of America Merrill Edge,Mobile,5813,70579.79999,179751,36.49,25.23
2/17/2022,Bank of America Merrill Edge,Tablet,235,2200.119998,8119,1.78,1.12
2/17/2022,Bank of America Merrill Edge,Desktop,6057,66755.71999,220639,115.7,83.78
2/17/2022,Bank of America Merrill Edge,Mobile,5896,72333.03998,191195,32.93,23.26
2/18/2022,Bank of America Merrill Edge,Mobile,4906,49776.33999,159898,28.48,19.99
2/18/2022,Bank of America Merrill Edge,Desktop,5276,46787.67999,168639,91.67,66.33
2/18/2022,Bank of America Merrill Edge,Tablet,211,2025.929997,6930,6.23,4.48
2/19/2022,Bank of America Merrill Edge,Desktop,3148,28245.39999,100324,25.81,18.38
2/19/2022,Bank of America Merrill Edge,Tablet,132,1150.77,5144,0,0
2/19/2022,Bank of America Merrill Edge,Mobile,3637,37313.33999,107429,17.8,13.07
2/20/2022,Bank of America Merrill Edge,Desktop,4039,52303.35999,156272,45.39,32.66
2/20/2022,Bank of America Merrill Edge,Mobile,5352,77158.22999,192745,50.73,35.83
2/20/2022,Bank of America Merrill Edge,Tablet,160,2071.94,7770,0,0
2/21/2022,Bank of America Merrill Edge,Mobile,6120,94316.61999,228851,37.38,25.58
2/21/2022,Bank of America Merrill Edge,Desktop,5839,80296.39999,236293,66.75,47.76
2/21/2022,Bank of America Merrill Edge,Tablet,224,2725.58,9682,5.34,3.7
2/22/2022,Bank of America Merrill Edge,Desktop,7026,79310.21998,248969,102.35,74.61
2/22/2022,Bank of America Merrill Edge,Mobile,6493,81242.09999,219564,43.61,31.16
2/22/2022,Bank of America Merrill Edge,Tablet,249,2732.819998,9300,5.34,4.04
2/23/2022,Bank of America Merrill Edge,Mobile,6075,66647.15999,186451,43.61,31.57
2/23/2022,Bank of America Merrill Edge,Tablet,209,1789.009997,7840,1.78,1.35
2/23/2022,Bank of America Merrill Edge,Desktop,6401,60307.03999,201915,109.47,79.4
2/24/2022,Bank of America Merrill Edge,Desktop,7470,65812.88999,235278,102.35,75.67
2/24/2022,Bank of America Merrill Edge,Mobile,6420,64497.42999,198076,40.94,28.97
2/24/2022,Bank of America Merrill Edge,Tablet,255,2039.509999,8948,0,0
2/25/2022,Bank of America Merrill Edge,Mobile,5465,52380.80999,158614,40.05,28.53
2/25/2022,Bank of America Merrill Edge,Desktop,6257,53398.24998,197889,107.69,79.52
2/25/2022,Bank of America Merrill Edge,Tablet,220,2078.609997,7760,3.56,2.51
2/26/2022,Bank of America Merrill Edge,Mobile,3149,27892.64999,93691,19.58,14.16
2/26/2022,Bank of America Merrill Edge,Desktop,3391,25420.78999,100570,40.93,29.79
2/26/2022,Bank of America Merrill Edge,Tablet,147,1236.329997,4544,0,0
2/27/2022,Bank of America Merrill Edge,Mobile,4356,47111.18,143680,29.37,20.09
2/27/2022,Bank of America Merrill Edge,Tablet,140,1645.269998,6147,5.34,4.04
2/27/2022,Bank of America Merrill Edge,Desktop,4045,38292.56999,139927,50.73,36.3
2/28/2022,Bank of America Merrill Edge,Tablet,280,3346.179999,11295,1.78,1.34
2/28/2022,Bank of America Merrill Edge,Mobile,7713,112990.96,273641,41.83,29.66
2/28/2022,Bank of America Merrill Edge,Desktop,8837,106007.07,355903,96.12,70.23
3/1/2022,Bank of America Merrill Edge,Tablet,246,2913.369998,9214,0.89,0.67
3/1/2022,Bank of America Merrill Edge,Mobile,7029,97565.39999,229594,48.06,33.69
3/1/2022,Bank of America Merrill Edge,Desktop,7818,94393.43998,282965,102.35,73.62
3/2/2022,Bank of America Merrill Edge,Desktop,6498,64518.86998,209994,102.34,75.07
3/2/2022,Bank of America Merrill Edge,Mobile,5827,66529.94999,171720,40.94,27.78
3/2/2022,Bank of America Merrill Edge,Tablet,213,1962.179994,7318,0,0
3/3/2022,Bank of America Merrill Edge,Mobile,5990,73320.06999,184761,39.16,27.38
3/3/2022,Bank of America Merrill Edge,Tablet,242,2688.46,7663,5.34,3.7
3/3/2022,Bank of America Merrill Edge,Desktop,6743,70540.94999,234404,91.66,66.48
3/4/2022,Bank of America Merrill Edge,Tablet,191,1952.07,7386,0,0
3/4/2022,Bank of America Merrill Edge,Desktop,6292,63535.05999,220007,89.89,64.98
3/4/2022,Bank of America Merrill Edge,Mobile,5301,63622.03999,170748,40.94,29.09
3/5/2022,Bank of America Merrill Edge,Mobile,3353,31313.79999,96243,30.26,21.9
3/5/2022,Bank of America Merrill Edge,Desktop,3186,25807.26999,98222,68.53,50.37
3/5/2022,Bank of America Merrill Edge,Tablet,132,1405.89,4482,2.67,1.68
3/6/2022,Bank of America Merrill Edge,Desktop,4501,49696.41999,170448,49.84,37.16
3/6/2022,Bank of America Merrill Edge,Tablet,190,2276.779999,7125,2.67,2.02
3/6/2022,Bank of America Merrill Edge,Mobile,5032,69208.67999,180006,32.04,21.98
3/7/2022,Bank of America Merrill Edge,Mobile,6875,107654.86,245410,41.83,28.81
3/7/2022,Bank of America Merrill Edge,Tablet,262,3236.269997,10381,2.67,1.68
3/7/2022,Bank of America Merrill Edge,Desktop,8322,104402.24,313678,111.25,81.54
3/8/2022,Bank of America Merrill Edge,Desktop,7544,79632.31999,271382,122.82,89.61
3/8/2022,Bank of America Merrill Edge,Mobile,6418,82512.14999,221122,38.27,25.51
3/8/2022,Bank of America Merrill Edge,Tablet,230,2494.199999,9277,7.12,5.39
3/9/2022,Bank of America Merrill Edge,Mobile,5883,66817.24999,194038,62.3,44.54
3/9/2022,Bank of America Merrill Edge,Tablet,242,2495.639999,8381,4.45,3.14
3/9/2022,Bank of America Merrill Edge,Desktop,7173,65803.23999,238229,111.24,80.58
3/10/2022,Bank of America Merrill Edge,Mobile,5380,55573.94999,166712,43.61,31.3
3/10/2022,Bank of America Merrill Edge,Desktop,6430,56476.09999,210724,113.01,83.02
3/10/2022,Bank of America Merrill Edge,Tablet,204,1954.709998,7054,0,0
3/11/2022,Bank of America Merrill Edge,Mobile,5175,58475.24999,163090,41.83,29.87
3/11/2022,Bank of America Merrill Edge,Tablet,224,2024.05,7075,5.34,3.55
3/11/2022,Bank of America Merrill Edge,Desktop,5776,52557.61999,188599,89.89,66.08
3/12/2022,Bank of America Merrill Edge,Desktop,4467,44337.79999,155579,60.51,44.51
3/12/2022,Bank of America Merrill Edge,Mobile,5161,60706.93999,162404,39.15,28.09
3/12/2022,Bank of America Merrill Edge,Tablet,180,1890.789999,6986,0,0
3/13/2022,Bank of America Merrill Edge,Desktop,4454,50209.65999,165496,53.4,38.73
3/13/2022,Bank of America Merrill Edge,Mobile,5320,72061.23999,186095,32.04,22
3/13/2022,Bank of America Merrill Edge,Tablet,185,2412.459995,7623,0,0
3/14/2022,Bank of America Merrill Edge,Tablet,286,3280.269996,11130,0,0
3/14/2022,Bank of America Merrill Edge,Mobile,7166,91191.14998,238515,32.93,23.53
3/14/2022,Bank of America Merrill Edge,Desktop,7726,85066.14998,285069,110.36,81.03
3/15/2022,Bank of America Merrill Edge,Desktop,6843,70679.05998,236547,111.25,80.44
3/15/2022,Bank of America Merrill Edge,Tablet,277,2612.169997,9475,0.89,0.67
3/15/2022,Bank of America Merrill Edge,Mobile,6008,66112.99999,186794,39.16,27.8
3/16/2022,Bank of America Merrill Edge,Tablet,233,1698.939998,7836,1.78,1.35
3/16/2022,Bank of America Merrill Edge,Desktop,6633,60670.54998,214339,102.35,74.76
3/16/2022,Bank of America Merrill Edge,Mobile,5802,58287.38999,169589,53.39,38.66
3/17/2022,Bank of America Merrill Edge,Tablet,204,1751.139999,7339,0,0
3/17/2022,Bank of America Merrill Edge,Desktop,6311,58091.85998,199821,84.55,63.85
3/17/2022,Bank of America Merrill Edge,Mobile,5472,58511.02999,163077,26.7,18.74
3/18/2022,Bank of America Merrill Edge,Mobile,5331,60016.66999,164441,42.72,30.48
3/18/2022,Bank of America Merrill Edge,Tablet,218,1947.449996,7189,0,0
3/18/2022,Bank of America Merrill Edge,Desktop,6172,59283.70998,184058,97.01,70.41
3/19/2022,Bank of America Merrill Edge,Desktop,4632,50300.92999,154609,54.29,39.55
3/19/2022,Bank of America Merrill Edge,Mobile,4858,67418.71999,161211,19.58,13.58
3/19/2022,Bank of America Merrill Edge,Tablet,167,1638.189999,6673,0,0
3/20/2022,Bank of America Merrill Edge,Desktop,5355,70421.64999,193778,56.96,41.4
3/20/2022,Bank of America Merrill Edge,Mobile,5176,92370.56999,187974,28.48,19.29
3/20/2022,Bank of America Merrill Edge,Tablet,176,2525.079997,7602,0,0
3/21/2022,Bank of America Merrill Edge,Tablet,234,2173.24,8602,1.78,1.34
3/21/2022,Bank of America Merrill Edge,Mobile,6510,84347.01999,216626,57.84,40.62
3/21/2022,Bank of America Merrill Edge,Desktop,7741,86008.18999,258507,129.94,94.07
3/22/2022,Bank of America Merrill Edge,Desktop,7239,73224.76998,231031,104.13,76.05
3/22/2022,Bank of America Merrill Edge,Tablet,204,1914.269998,7241,2.67,2.02
3/22/2022,Bank of America Merrill Edge,Mobile,6050,68822.57998,178301,37.38,26.19
3/23/2022,Bank of America Merrill Edge,Desktop,6668,58725.85999,218094,98.79,72.05
3/23/2022,Bank of America Merrill Edge,Mobile,5349,56819.14999,157404,44.5,31.92
3/23/2022,Bank of America Merrill Edge,Tablet,175,1228.709998,6410,0.89,0.67
3/24/2022,Bank of America Merrill Edge,Tablet,208,1422.1,5559,0,0
3/24/2022,Bank of America Merrill Edge,Mobile,4592,38652.16999,129573,31.15,22.28
3/24/2022,Bank of America Merrill Edge,Desktop,6520,48696.41998,202066,96.12,70.34
3/25/2022,Bank of America Merrill Edge,Tablet,180,1517.649999,5373,1.78,1.35
3/25/2022,Bank of America Merrill Edge,Desktop,6521,55557.81999,204013,76.53,55.67
3/25/2022,Bank of America Merrill Edge,Mobile,5048,49050.27999,139790,53.4,37.54
3/26/2022,Bank of America Merrill Edge,Desktop,5060,52673.13999,172504,49.84,36.18
3/26/2022,Bank of America Merrill Edge,Tablet,179,1759.199997,6025,0,0
3/26/2022,Bank of America Merrill Edge,Mobile,4839,57998.16999,153352,26.7,17.99
3/27/2022,Bank of America Merrill Edge,Tablet,172,1759.669999,6471,0.89,0.67
3/27/2022,Bank of America Merrill Edge,Desktop,6053,69615.74999,204867,50.73,37.36
3/27/2022,Bank of America Merrill Edge,Mobile,5056,68596.60999,169531,20.47,14.26
3/28/2022,Bank of America Merrill Edge,Mobile,6360,65457.62999,208915,37.38,25.58
3/28/2022,Bank of America Merrill Edge,Desktop,8888,87442.00998,317124,106.8,77.12
3/28/2022,Bank of America Merrill Edge,Tablet,281,2981.819998,8368,2.67,1.91
3/29/2022,Bank of America Merrill Edge,Mobile,6027,56775.45999,172626,40.94,28.75
3/29/2022,Bank of America Merrill Edge,Desktop,8624,76525.99998,289667,123.7,90.71
3/29/2022,Bank of America Merrill Edge,Tablet,232,2161.989999,7937,0,0
3/30/2022,Bank of America Merrill Edge,Desktop,6998,57326.20999,235202,111.25,82.09
3/30/2022,Bank of America Merrill Edge,Mobile,5234,43961.97999,146374,38.27,27.52
3/30/2022,Bank of America Merrill Edge,Tablet,221,1587.589999,6307,9.79,7.42
3/31/2022,Bank of America Merrill Edge,Tablet,142,1133.639998,4748,0,0
3/31/2022,Bank of America Merrill Edge,Desktop,5381,40836.02999,182522,104.13,75.14
3/31/2022,Bank of America Merrill Edge,Mobile,3691,28190.05999,113097,18.69,13.68
4/1/2022,Bank of America Merrill Edge,Mobile,3647,41886.45999,177446,34.71,24.44
4/1/2022,Bank of America Merrill Edge,Desktop,5747,62622.86999,253068,72.09,52.9
4/1/2022,Bank of America Merrill Edge,Tablet,128,1385.159998,7180,0,0
4/2/2022,Bank of America Merrill Edge,Desktop,5211,69316.55999,234867,55.18,39.02
4/2/2022,Bank of America Merrill Edge,Tablet,132,1529.849999,7837,0,0
4/2/2022,Bank of America Merrill Edge,Mobile,3876,62192.68,217943,16.02,10.81
4/3/2022,Bank of America Merrill Edge,Tablet,139,1994.099998,8752,0,0
4/3/2022,Bank of America Merrill Edge,Desktop,5660,81384.21999,264001,48.95,34.57
4/3/2022,Bank of America Merrill Edge,Mobile,4067,73703.87999,248210,24.92,17.17
4/4/2022,Bank of America Merrill Edge,Desktop,8349,107844.49,407179,98.79,71.35
4/4/2022,Bank of America Merrill Edge,Mobile,5357,75567.48999,290444,28.48,20.22
4/4/2022,Bank of America Merrill Edge,Tablet,188,1746.479997,10879,1.78,1.23
4/5/2022,Bank of America Merrill Edge,Mobile,4731,56816.41,234874,26.7,18.34
4/5/2022,Bank of America Merrill Edge,Tablet,190,1840.799999,8804,1.78,1.35
4/5/2022,Bank of America Merrill Edge,Desktop,7895,83822.77999,350345,99.68,71.89
